0	12
0.07905	13.1
0	14.6
0	16.2
0.39525	17.7
1.7391	17.9
0	17
3.9525	15.2
0.7905	13.2
6.324	12.2
3.39915	12
0	13.7
0	13
0.7905	14.3
6.40305	13.6
0.23715	15
2.2134	16.2
3.71535	17.2
0	18.7
0	16.8
2.29245	16.2
18.3396	13.7
6.56115	11.1
0.3162	10.7
1.81815	10.7
2.6877	9.4
3.87345	9.6
1.8972	8.6
0.07905	8.5
0.39525	8.8
0	8.8
0	10.5
0.07905	11.1
0	11.8
0	8.4
0	7
0	7.9
0	8.8
0.3162	8
0.1581	12.6
0	10.2
0	10.5
0	11.7
0.3162	8.6
0	6.2
0.3162	5.1
2.6877	4.5
0	5.8
0.3162	6.9
0	5.9
0	5.1
0	6.8
0	8.5
0	8.9
0	7.1
0	3.9
0	2.4
0	-0.7
0	-0.5
1.581	1
0	2.7
0	2.3
0	1.1
0	2.1
0	0.7
0	1.4
0	0.6
0.1581	2.1
2.29245	1.3
0	1.3
3.0039	1.2
0.9486	0.4
3.4782	0.2
3.87345	4.4
2.8458	1.5
0	-1.5
4.655	-0.4
1.97625	6.8
1.2648	4.1
1.50195	7.8
0	8.6
0	0.8
0	-4.3
0	-3.3
0	-4.3
0	2.6
0	2.7
0	1.4
0.07905	0.3
0.07905	1.1
0.532	0
0.1581	0.8
0	0
0	-0.4
0.133	-0.1
1.197	-0.3
0.4743	1.4
3.99	-0.1
0	-1.9
2.261	-2.7
0	-0.9
1.596	-3.4
0.266	-2
0.798	-4.5
0	-6
0	-12.1
0	-8.3
0	-10
0	-14.2
0	-16.7
8.246	-7.2
5.32	-4.8
2.66	-4.1
0.532	-7.4
0	-19.5
0	-22.4
1.064	-16.2
0	-13.1
0	-19.1
1.729	-13
2.394	-8.5
0	-11.7
10.241	-10.5
2.128	-8.1
0.665	-7.7
0	-5.2
13.433	-4.2
4.389	-2
1.064	-6.2
0.798	-11.5
3.458	-4.7
0	-5.9
0	-14.1
0	-14.7
0.266	-9.2
0.399	-4
8.778	-4.1
0.399	-7.8
0.665	-6.9
0	-0.7
0	-4.3
0	-1.8
3.591	0
3.724	-0.8
7.581	-2.6
1.729	-5.1
2.926	-9.9
8.379	-4.6
3.24105	0.6
1.1067	0.8
5.453	-1
4.921	-3
9.177	-0.5
0.399	-1
0	-2.9
0	-7.6
0.399	-15.4
0	-15.1
4.921	-10.8
4.655	-11.5
1.33	-14.1
11.039	-14.3
5.719	-13.3
1.729	-9.7
0.133	-9.4
0	-11.1
0	-18.3
1.064	-26.2
0	-19.8
0.133	-19
0.133	-8
0	-2.6
0	-9.5
0.133	-6.5
0.798	-3.9
1.862	-0.9
1.995	-4.9
0	-1.4
0.07905	1
0	-4.2
0	0.5
0	-15.4
4.655	-16.7
0	-9.1
1.064	-19.9
1.33	-13.3
0	-10
0	-18.2
0	-11.3
0	-11.7
0	-21.5
0	-25
0	-21.3
0	-18
0	-19.7
0.133	-18.4
0	-18.9
0	-20.9
1.33	-19.4
0	-16.1
1.729	-20.7
2.261	-15.6
0.931	-11
0.931	-13.4
0.133	-14.8
0.266	-19.4
2.261	-22.2
4.655	-7.4
2.261	-2.3
5.8497	0.1
0.266	-0.9
0	-3.7
0	-9.2
0	-5.3
0	-9.8
0	-9.2
0	-10
0.399	-9
0	-7.9
4.123	-9.5
4.123	-7.6
14.497	-2.8
0	-3.6
2.793	-9
3.458	-6
6.517	-3.1
0	-9.3
0	-15.3
0.665	-14.2
0	-11.2
0	-13.2
0	-14.1
3.458	-10.7
2.527	-3.5
3.99	-0.2
5.453	-1.6
0	-5.5
0	-8.1
0	-10.4
0.931	-9.8
0	-2.2
0	-3.3
0	-1.1
0	-0.5
7.448	-0.3
4.655	-4
2.527	-8.3
5.453	-5.7
0.4743	1.7
0	2.6
0	2.1
0.71145	4
0	2.8
0.23715	3.3
1.02765	2.1
0	1.9
0	3.6
0	5.3
0.3162	2.9
0	1.9
9.443	-0.3
0	-0.7
0	-3.7
0.133	-4.7
0	-5.1
0	-4
0	-3.3
0	-2.1
0	0.3
0	1.3
0	1.6
0	3.2
0	5.5
0	5.9
0	4.7
0	4
0.07905	4.7
6.4821	2.3
2.5296	1.7
0	3
0.3162	1.8
0	1
3.71535	2.5
0	0.5
0	0
0.1581	0.6
4.18965	4.2
0	7.5
0	6.9
3.4782	3.8
2.60865	2.1
0.55335	1.7
0.07905	1.2
0	2.1
0	5.2
1.7391	6.3
7.1145	5.4
4.03155	6
0.39525	5.8
1.50195	3.7
1.2648	5
0.7905	5.9
0.39525	7.2
0	9.2
0	6.9
0.39525	7.5
0	7.3
0.86955	6.8
0	6
1.18575	4.7
2.6877	6.3
4.9011	6.9
0.3162	8.9
0.6324	11.8
0.39525	12.4
0.07905	11.3
1.4229	7.2
0.1581	8.5
0	8.2
0.6324	10.2
5.2173	9.7
3.3201	11.9
0.3162	12.2
0	13.9
0	15.9
7.03545	12.9
0	12.6
6.4821	10.4
0	11.4
2.29245	9.9
4.1106	12.8
4.5849	16.4
1.97625	12.9
0.1581	11.1
0	13
7.35165	14
5.5335	15
1.1067	11.9
0	13.1
0	14.3
0	14.4
0	16.5
0	16.2
0	17.6
0	14.4
0	15.8
0	18.5
0.6324	13.4
0.07905	13.4
1.4229	15.5
5.45445	15.4
8.45835	15.8
3.9525	16.5
6.7983	15.2
0	15.6
0	18.2
0.1581	15.3
0	13.4
0.23715	12.5
3.9525	13.9
0	12
0	10.7
0.07905	12.3
0	14.5
0.3162	15.4
0	18.4
0	16.7
0	16
0	16.4
0	16.5
0	15.7
0	19.6
0	17.6
11.5413	16.8
7.1145	14.5
0	13.7
0	12.8
0	11.9
8.6955	12.6
0.23715	12.6
0	10.3
0	11.2
2.8458	11.2
1.1067	14.4
0	14.6
5.3754	14.6
2.5296	14.7
0.1581	11.9
0	11.1
0	12.9
0	14.7
0	16.4
0	15.7
0	14.9
1.8972	14.4
7.7469	14.1
0	12.1
0	12.3
0	8.1
0.07905	10.7
0	14.4
4.66395	9.2
0	8.6
0	4.5
1.50195	3.2
0.23715	5.5
0	7.8
0	6.6
0	4.6
0	3.4
0	3.6
0	4.6
0	4.2
8.6955	8.7
1.02765	9
0	3.5
0	1.4
0.55335	3.8
1.4229	3.6
0	3.9
0	2
10.5137	4.6
2.5296	7.6
2.2134	6.6
0	6.9
21.5807	4.9
4.50585	3.3
1.66005	2.2
10.5137	2.1
0.7905	4.8
1.7391	4.2
0	2.7
7.5888	2.2
0.3162	1.9
6.08685	5.1
0	6
0	5.7
1.1067	6.7
0	3
0.23715	5.2
0.23715	6.4
0.3162	6.5
0.3162	5.6
0	5.3
0.71145	4.5
9.56505	7.1
4.5849	6.9
18.487	-0.9
0	-7.1
4.921	-8.4
0	-3.7
0	-3.5
4.256	-5.1
0	-0.1
0.931	-0.8
0	0.5
0.931	-2.5
1.197	-0.3
0.798	-0.3
0.23715	2.2
1.34385	1.3
12.2528	1.7
4.1106	1.7
9.0117	2
5.29635	2.8
1.18575	1.7
2.6877	1
2.2134	1
4.5849	0.6
3.325	-0.6
1.33	-6.9
4.522	-1.7
11.8575	1.2
4.4268	1.5
0	0.9
0	-1.3
0.532	-3.3
0	-5.3
0	-6.4
0	-7.9
12.103	-8.3
2.128	-5.2
3.99	-6.2
17.29	-6.7
1.66005	3.2
0.9486	2.8
0	1.3
2.926	-0.4
0	1.2
0.266	-2
0.39525	1.1
0	-0.1
0.798	-1.9
0	-5.8
0.266	-6.8
0.665	-15.2
2.394	-8.1
0	-3.2
0	-3.7
0	-3.9
0	-0.8
8.778	-2
0	-3.2
2.793	-7.1
1.729	-11.8
0	-8.9
4.788	-6.4
8.45835	0.7
2.261	-0.2
5.852	-0.4
10.108	-1.9
4.256	-3.9
0	-10.6
0.798	-15.5
0.133	-17.5
0	-19
0.665	-18.7
0.399	-9.4
0	-0.1
1.596	-3
3.192	-8.2
9.443	-0.7
0.532	-1.9
2.793	-9.1
0.266	-8.6
0.399	-8.1
0	-11.8
0	-12.3
8.645	-12.6
0.266	-9.8
7.315	-16
0	-7.9
1.862	-8.8
0.931	-16.1
7.315	-12.6
0	-6.7
0.266	-11
0	-11
0.133	-9.7
0.266	-12.9
0	-9.2
0	-2.7
0	-8.3
0	-1.8
0	-2.1
0	-3.3
0.399	-2.7
2.527	-1.8
0	2.5
0.798	-2.8
0	-3.5
0	-2.4
0.798	-5.2
0	-1
8.645	-1.8
0	-2.7
0	-9.5
0.532	-13.7
1.729	-7.3
0	1
2.128	-6.8
4.655	-0.9
12.236	-0.8
1.33	-2.3
0	-13.6
0.665	-15.4
0.266	-6.5
0	-8.6
0.665	-4.5
0	-8.5
0	-14.9
0	-17.5
3.458	-9.4
4.389	-3.3
0.266	-0.7
0	-6.6
0.266	-1.9
0	-1.6
0.399	-6
7.714	-4.1
1.596	-3.1
0	1.1
0	-2.4
0	-4.1
0	-10.1
0.266	-10.8
3.857	-0.6
0.39525	1.8
0.07905	0.8
0	-1
0.86955	1.1
5.45445	1.3
9.177	-1.8
11.172	-0.2
1.995	-0.1
4.256	-1.3
0	-2.7
4.522	-4
1.81815	0.6
9.9603	1.6
1.1067	0.7
0.931	-1.6
2.128	-0.7
5.719	-0.7
0	-6.2
0.133	-5.1
0	-6.6
0.798	-3.5
0.399	-2.2
1.596	-5.4
5.719	-6
8.379	-6.1
0.798	-7.9
0	-9.6
13.433	-7.7
0	-6.3
0	-7.2
1.197	-6.4
2.527	-4.1
0	-5
0	-0.4
0	-0.7
2.394	-0.9
0	0.2
0	-1.9
0	-5.1
0	-6.2
0	-6.6
0	-5.2
3.192	-4.2
0	0.5
0	-3.2
0	-5.5
0.665	-4.4
3.724	-5.2
4.788	-2.8
0	-0.8
0.4743	1.4
0.07905	3.5
0	4.1
0.07905	3.7
7.5888	4.2
3.08295	3.8
5.77065	6
3.0039	3.4
0.07905	4
0	4.2
5.2173	4.8
0	4
11.7785	2
0.55335	2.4
0	3.8
0.07905	4.5
2.0553	4.6
0.23715	5
0	6.7
1.18575	10.4
1.2648	8
0	5.6
0	6.8
0.9486	4.3
0.23715	6.6
0	4.8
0	7.8
0	12.5
0	13.8
0	12
0	13.7
0	15.4
0	17.1
0	18
0	17.6
0	15.3
0	12.1
0	12.1
0	15.3
0	15.1
0	16.7
0	15.7
0	13.6
0	11
0	16.3
0	19.6
0	20.4
0	20.9
0	21.9
7.7469	20.6
5.0592	16.1
14.3081	11.6
0	8.4
4.9011	10.4
0	13.1
3.3201	14.9
18.1815	9.7
1.81815	6.8
0.39525	6.6
0	10.2
0	14.1
0	15.7
0	16
4.743	13.8
0.07905	11.7
1.66005	11.9
0.9486	10.1
0	8.9
1.02765	8.2
0.07905	7.3
0	11.2
1.02765	12.3
0	10.8
0.07905	11.3
0	14.6
5.45445	13.4
1.02765	12.4
0	13.7
8.14215	13.5
3.162	15.4
3.7944	15.7
1.7391	12.7
4.98015	11.5
0	11.2
0.55335	12
0.55335	13.4
0	14.5
5.0592	14.4
0.86955	16.3
0.1581	12.5
4.66395	11.9
0	14.7
1.97625	16.8
18.1025	15.5
7.19355	14.7
0.23715	11.9
7.4307	12.6
1.4229	10.6
0	11.5
2.0553	12.5
3.24105	13.8
0.07905	14.1
2.0553	13.3
3.4782	13.4
3.3201	11.3
0	9
0	8.8
25.9284	13.8
11.3042	13
0	6.5
3.3201	9.4
15.0986	10.7
0.6324	10.5
2.3715	10.3
0.71145	10.9
0	12
11.6994	8.4
1.2648	7.7
0	8.3
0	8.8
0	7.6
0	7.5
2.92485	7.8
6.08685	9.5
20.7902	10.8
2.8458	11
7.66785	9.9
2.2134	9.9
19.6835	11.6
8.8536	14.2
0.3162	9.2
8.61645	8.3
3.4782	8
0	7.9
0	7.4
0.39525	12.1
0.7905	10.9
0	9.5
0	9.7
0	10.2
0	11.5
0	10.3
0	8.1
5.8497	9.6
1.66005	9.8
5.45445	8.5
9.24885	8.3
0.55335	8.6
1.1067	8.8
0.7905	9.2
4.98015	9.8
0.4743	10.7
0.07905	10
1.50195	9.8
0	8.1
0	6.5
0.07905	6.7
0.1581	6.2
0	2.1
0	1.4
0	2.2
0	3.2
0	5.8
2.60865	6.4
2.45055	2
9.975	-0.2
0.266	-1.4
17.423	-3.4
2.527	-2.8
1.596	-4.9
0	-5.9
0	-7.7
0	-10.7
0	-12.6
0	-11.1
0	-12.2
3.857	-8.5
0	-6.3
0	-15.1
0	-15.6
0	-16.2
2.926	-16.2
0	-9.1
1.197	-11.5
1.463	-7.9
0	-12.2
0	-14.9
0	-11.6
0	-16.9
5.054	-12.7
4.123	-8.1
15.827	-2
1.064	-2.3
0	-7.8
3.458	-17.5
2.394	-10.1
0	-16.7
1.596	-9.9
3.059	-2.4
3.08295	0.3
3.24105	0.2
0	-1.6
2.66	-2.3
2.926	-5.2
5.187	-4.1
5.187	-4.6
1.064	-5.9
2.128	-6.7
4.256	-3.7
0	-6.6
0	-13.9
0	-18.4
7.448	-15.7
1.596	-8.1
0	-8.8
0	-11.9
0.532	-16
2.128	-10.2
6.65	-2
11.7785	0.8
0.9486	1.3
10.1184	0.8
5.5335	1
6.251	0
2.66	-0.4
1.596	-0.4
0.532	-2.1
0	-1.8
11.837	0
0	0.7
0	-4.5
0	-8.7
3.99	-11.8
2.394	-4.9
4.389	-3.5
0.07905	0.4
1.729	-2
4.743	1.8
0	-2.7
0	-10.7
0	-5
0	-3.4
0	-1.2
12.236	-0.9
0	-2.3
1.995	-7.6
1.729	-2.7
0	-4.4
0	-12.4
0.266	-12.6
0	-1.7
0	0.4
0	-3.1
0	-1
3.99	-1.9
0.665	-3.6
3.591	-10.8
0.931	-5
9.177	-1.9
3.325	-1
15.162	-2.6
0	-3.8
0.399	-10
5.453	-6.3
2.793	-5
7.448	-2.4
9.576	-5
3.325	-3.4
0	-13.4
5.187	-10.6
6.65	-3.4
5.586	-1.6
4.123	-6.2
0	-22.8
0.798	-21.3
1.064	-16.7
1.463	-19.2
0.665	-16.9
0	-14.5
0.931	-10.7
0	-1.9
0.07905	1
0.07905	0.6
0.665	-2
0	-4.2
0	-7.2
0.665	-6.8
8.113	-10
0	-3.7
0	-3.1
1.197	-13.8
0.665	-9.7
0	-3.4
2.261	-4.3
2.394	-3.7
7.182	-0.8
0	-3.9
0.133	-11.3
0	-15.2
0	-17.7
0.266	-18.1
0.665	-15.6
0.266	-12.2
0	-16.3
1.064	-13.3
0.532	-5.9
1.197	-5.9
0.931	-7.6
0	-5.7
1.862	-8
0	-3.4
0	-6.9
0.133	-7.3
7.847	-5
1.197	-5.6
1.064	-9.8
7.714	-6.6
0.665	-1
0.665	-6.5
7.714	-14.7
3.192	-17.7
10.374	-9
0.133	-3.9
0.86955	1.1
3.4782	1.2
0.133	-3.3
5.852	-1.3
2.527	-1.6
0	-3.2
5.453	-4.4
0	-3.1
12.236	-3
0.399	-1.1
0.798	-5.9
0	-3.8
0	-6.9
0.266	-4.9
0.133	-4
1.995	-5.3
1.197	-0.4
3.39915	0.7
5.852	-0.9
0.266	-3.3
0	-5.6
0	-4.6
0	-3.7
0	-4.6
0	-7.7
0	-9.1
0	-5.9
0	-3.3
0	-2.4
0	-0.6
0	-2.3
0	-3
3.591	-2.1
8.246	-0.4
3.059	-1.5
0	-4.1
0.133	-4.9
5.586	-2.6
2.60865	0.6
0	2.2
0	5.3
2.0553	5.2
0	4.2
0	3.7
0	5.6
0	4.1
0	6.3
0.07905	8.4
0	11.2
0.1581	11
0	9.1
0.07905	5.2
0.23715	5.5
0.4743	10.5
0.39525	13.9
0.07905	8.2
0	8.4
0.07905	5
0.1581	5.1
0	4.9
4.03155	3
0	12.7
5.92875	14.2
7.1145	8.4
0.07905	10.1
0	14.4
0	11.6
0	7.1
0	8.4
0	10.1
0.07905	6.8
0.07905	3.6
1.81815	2.7
0.3162	2.5
0	3.3
0	5.8
0.39525	7.3
1.02765	7.6
2.2134	10.9
3.6363	11.8
12.1737	12.1
0.23715	5
0.7905	3.8
2.45055	5.5
0.3162	5.9
1.02765	5.1
0.6324	5.7
0.86955	6
0.6324	6.1
1.02765	5.1
2.13435	6.5
16.6005	7.3
0.23715	9.8
0.07905	9.9
0	12.2
3.4782	11
1.2648	8.8
0	12.4
0	13
4.2687	7.6
2.29245	10.5
1.66005	9.2
0.07905	11.6
0	14.2
1.4229	13
0.3162	14.3
0	12.9
0	9.2
0	11.1
0	15.1
1.66005	16.6
11.067	16.4
6.87735	13.6
0.23715	12.2
1.2648	8.7
0.07905	7.6
0	8.6
0.1581	13.7
0	20.2
0	19.2
0	14
0	17.5
0	17
5.61255	14.1
0.9486	15.2
1.8972	14.4
0	16.9
0	17.2
0	19
1.02765	20
1.02765	18.6
0	16.3
4.2687	15.9
7.03545	17
0	15.9
5.6916	14.8
0.1581	15.1
0	16.3
0	16.9
0	18.6
0.3162	15.3
0	16
3.162	15.8
5.13825	14.3
1.02765	13
0	11.2
0	11.9
0	11.9
0.6324	13.4
4.50585	16.6
6.9564	14.3
1.34385	14.6
0	13.9
0	13.7
1.81815	14.3
11.6994	12.2
0.7905	10.8
0	11.7
0.1581	11
0	8.9
0	8.9
0.23715	8.8
0	10.1
0	8
0.7905	7.5
0.9486	9.9
0	7.7
0	6.5
0.39525	6.1
0	6.7
1.97625	7.6
0.07905	8.8
0	6.8
0	5.1
0	4.4
0	5.8
0	6.1
0	3.3
0	3.5
0.07905	3.8
0	4
0	2.4
0	2.5
0	1
0	0.5
0	0.4
0	2.4
0	2.1
0	2.7
0	4.3
0.86955	2.1
9.8022	3.3
1.18575	2.4
0	0.9
0	-0.9
4.50585	2.2
1.66005	3.6
0	1.6
0	1.4
0	5.9
0	6.3
0	4
0	2.6
9.1698	2.5
9.9603	7.3
0	6.3
0.39525	1
0	-0.7
0	-0.3
0	0.5
0	-2.6
0.133	-3.2
18.221	-1.2
2.394	-2.5
3.857	-2.4
0	-3
0	-8.3
1.862	-7.4
0	-7.3
0	-12.4
0	-12
0	-8.4
1.463	-1.6
0	0.1
0	-2.3
2.527	-6.6
0.931	-3.2
0	1
0	-4.8
4.66395	0.2
0	0.5
0	1.3
0	-0.6
0.133	-2.3
0.23715	0.4
0.266	-2
0.399	-1.6
0	-2.5
0	-2.1
0.133	-5.3
4.788	-4.4
1.33	-0.9
0.532	-6.4
3.99	-4.3
0.665	-2.7
1.729	-7.5
1.064	-5.3
0.266	-2.6
0.931	-3.1
0.665	-2.3
0	-4.3
0	-5.7
0	-9.3
0	-16.1
2.926	-7.5
5.32	-3.3
0	-5.4
0	-7.2
0	-3.6
0.133	-2.8
2.128	-9.4
1.197	-9.7
1.064	-6.7
3.192	-9.1
13.832	-10.3
7.714	-4
1.064	-8.4
3.99	-10.4
13.699	-2.1
11.438	-0.7
1.33	-2.3
0	-5.2
0.133	-7.9
0.532	-14.1
0.798	-13.2
8.645	-6.4
1.729	-6
1.729	-10.2
3.458	-12.5
27.93	-3.3
11.039	0
3.059	-3.4
0	-5.1
0.532	-7.7
0	-11.7
0.266	-20.9
0.133	-15.3
0	-22.2
0	-23.3
3.325	-15.8
11.438	-5.9
4.921	-4.2
0.133	-10.4
0	-10.1
1.064	-8.8
1.463	-8.6
0.798	-6.5
0.665	-11.2
10.773	-11.4
9.709	-6.8
0	-13.9
0	-12.8
0	-22.1
6.118	-14.9
13.034	-6.5
6.517	-0.2
1.995	-5.5
3.458	-8.5
0	-18.5
0.133	-27.1
1.064	-21.8
4.655	-11.9
7.581	-4.1
0	-4.8
0	-11.4
0	-15.7
0	-22.2
0	-20.3
0	-20.1
0	-20.1
0	-19.4
0	-25.3
0	-22.8
0	-21
0	-24.4
0	-28.3
0	-23.7
0	-15.2
0	-15.9
0	-17.7
1.729	-18.6
0.665	-15.9
0	-22.6
0	-25.1
0	-22
0	-18.4
0	-12.7
0	-8.9
1.197	-10.5
0.133	-10.8
0	-11.9
0	-8.7
0	-8.9
0	-9.4
0.133	-8.9
0	-10.9
4.522	-10.6
0.665	-13.7
0	-15.3
0	-12.4
0	-18.9
0	-17.7
0	-17.1
0	-16
0	-10.8
4.522	-6
7.847	-3.9
2.926	-7.9
3.059	-5.6
7.714	-1.7
0	-4.6
0.931	-4.2
5.719	-2.5
0.931	-0.8
5.985	-0.9
3.325	-1.4
1.596	-5.4
1.197	-3.4
0	-3.6
0.399	-4.7
0	-6.5
0	-10.3
0	-12.4
0	-8.2
0	-6.3
0	-6.8
0	-9.4
0	-12.5
0	-7.4
3.059	-1.1
1.862	-1.1
0	-1.7
0	1.8
3.3201	2.3
0.55335	1.6
0.1581	1.5
2.13435	1.9
5.13825	1.4
2.2134	2.1
3.7944	1.7
3.71535	1.6
0	1.7
0	0.8
0	0.8
0	4.1
1.7391	2.9
0	2.3
0.7905	0.6
0	1
0	0.5
0.133	-2.3
0	-2.5
0	-0.5
0.4743	3.6
0	1.7
0	2.5
0	5.3
0.71145	8.9
1.18575	6.8
2.0553	4.8
0.1581	4.9
0	4.1
0.3162	1.2
0	1.6
0	2.1
0	5.2
0	8.2
0	9
0	10
0	10.5
0	11.7
0	11
0	8.2
0	2.8
0.1581	3.7
10.5927	1
1.02765	2.7
0	2.4
1.2648	1.1
0	1.2
0.07905	2.8
0	5.3
0	5.2
1.02765	3.5
0	4.7
0	4.2
1.66005	4.7
0	6.3
0	3.3
0.1581	3.2
0.9486	5
0	7.6
1.8972	7.7
0	8.9
0	10.2
0	11.2
1.4229	14
5.0592	11
0.86955	12.5
2.8458	12.2
13.1223	11.8
4.34775	9.8
11.1461	8.6
1.581	10.7
0	10.9
0	12.9
4.2687	11.3
6.71925	7.8
1.7391	8.7
0	10.8
1.02765	10.1
0	11.4
0	13.9
0	14.8
0	15
0.07905	16.6
0	14.3
0	11.5
0	12
0.1581	14.5
0	13.5
0	15.5
2.0553	15.4
0	15.5
0	14.6
0	13.8
0	11.4
0	13.7
0	15
0	13.3
0	16.2
0	16.9
0.07905	17.3
5.77065	15.4
0	15.1
0	17.6
0	18.7
0	19
5.45445	19.3
1.81815	15.1
0	11.4
0	11.5
0.07905	11.1
0	16.5
0	17.2
3.08295	18
0	16.5
0	14
0	16.6
0	19.2
0	22.4
0.4743	17.8
3.87345	15.8
0	16.8
0	18.7
0	20.1
0	21
0.23715	18.3
2.76675	18.8
3.39915	16.7
0	13.2
0	14
0.55335	15
0.39525	14.6
0	11.6
0	13.8
1.2648	16
0	15.8
0	10.1
0	8.4
0	9.4
0	10.8
0	10.9
0	10.5
0	9.7
0	12.7
0.6324	12.4
0.07905	12.2
5.8497	10.4
0.1581	12.1
2.13435	13.5
0.7905	12.7
6.56115	9
5.2173	8.5
0	5.8
0	9.1
0	9.6
0	11.1
0	9.8
0	9.7
0	10.1
0	9.1
0	5
0.1581	6.5
8.61645	7.9
4.1106	10.9
1.66005	9.2
3.08295	9.5
0	8.1
0.4743	4.7
9.1698	4.8
0.23715	4.3
0	2.3
0	2.7
0.1581	3.1
0	6.1
0.1581	8.5
0	8.2
7.7469	7.3
0	5.8
0	2.8
9.0117	4.7
0.9486	4.6
0.55335	3
2.76675	3.2
0.39525	1.5
0.399	-1.1
7.98	-1.4
15.029	-1.4
0	-1.1
4.9011	1.4
0	8.1
0	6.7
0	6.8
0	2.1
3.08295	2.1
1.02765	3.4
1.862	-0.9
0	-0.1
0	-3.7
0	-5.2
0	-3.8
0	-4.7
0	-6.3
0	-3.6
0	0.9
1.18575	2.9
6.08685	3.2
7.98405	1.6
2.60865	4.4
2.5296	4.8
9.8022	2.2
6.9564	2.1
4.03155	1.7
0	-2.5
0	-4
0.665	-1.7
0	-1.1
0.266	-4.9
11.704	-2.7
0.9486	2.2
0	0
0	-7.6
0.532	-6.5
0	-11.6
0.133	-12.1
0	-8.6
0	-6.2
0.266	-5.7
4.522	-3.1
0	-3.2
0	-5.6
0.399	-9.5
0	-9.2
4.522	-10.9
5.187	-2
0.798	-2.4
9.177	-5.5
1.729	-1.2
0	-2.5
0.399	-15.3
7.714	-6.6
0.665	-1
3.192	-0.3
0	-4.3
0.133	-12
0	-1.2
0	-3.8
0	-1.6
1.729	-1.7
3.458	-0.8
1.197	-3.2
0.399	-4.6
1.33	-1.6
8.512	-1.3
19.285	-1
9.709	-1
0.266	-3.4
1.596	-8.7
1.064	-6.6
0.665	-7.1
0	-12.1
0	-19.2
13.832	-12.8
12.635	-3.3
8.645	-0.3
0	-0.3
2.66	-8.9
3.325	-1.1
2.527	-0.3
0.931	-1.6
3.7944	1.1
0	0.1
1.596	-2.6
2.394	-10.2
4.655	-6.3
0	-16.6
3.059	-16.8
0	-10.9
0	-20.6
0.133	-13
0.532	-3.5
0	-2.3
4.256	-1.5
0	-0.6
3.857	-1.4
2.261	-3.6
4.655	-4.4
